 year |                   primary_situation                    | total_incidents 
 2015 | 460 Accident, potential accident, other                |              61
 2015 | 741 Sprinkler activation, no fire - unintentional      |              59
 2015 | 352 Extrication of victim(s) from vehicle              |              58
 2015 | 650 Steam, other gas mistaken for smoke, other         |              58
 2015 | 424 Carbon monoxide incident                           |              55
 2015 | 652 Steam, vapor, fog or dust thought to be smoke      |              54
 2015 | 251 Excessive heat, scorch burns with no ignition      |              53
 2015 | 130 Mobile property (vehicle) fire, other              |              52
 2015 | 911 Citizen complaint                                  |              50
 2015 | 142 Brush or brush-and-grass mixture fire              |              42
 2015 | 350 Extrication, rescue, other                         |              41
 2015 | 143 Grass fire                                         |              40
 2015 | 200 Overpressure rupture, explosion, overheat other    |              40
 2015 | 653 Smoke from barbecue, tar kettle                    |              40
 2015 | 413 Oil or other combustible liquid spill              |              40
 2015 | 140 Natural vegetation fire, other                     |              40
 2015 | 555 Defective elevator, no occupants                   |              39
 2015 | 671 HazMat release investigation w/no HazMat           |              34
 2015 | 442 Overheated motor                                   |              33
 2015 | 1230 Fire in portable building (Port-A-Potty)          |              31
 2015 | 463 Vehicle accident, general cleanup                  |              29
 2015 | 542 Animal rescue                                      |              28
 2015 | 561 Unauthorized burning                               |              28
 2015 | 112 Fires in structure other than in a building        |              26
 2015 | 364 Surf rescue                                        |              24
 2015 | 621 Wrong location                                     |              23
 2015 | 422 Chemical spill or leak                             |              22
 2015 | 360 Water & ice-related rescue, other                  |              22
 2015 | 521 Water evacuation                                   |              22
 2015 | 462 Aircraft standby                                   |              22
 2015 | 162 Outside equipment fire                             |              21
 2015 | 731 Sprinkler activation due to malfunction            |              20
 2015 | 734 Heat detector activation due to malfunction        |              20
 2015 | 356 High-angle rescue                                  |              19
 2015 | 512 Ring or jewelry removal                            |              19
 2015 | 381 Rescue or EMS standby                              |              19
 2015 | 441 Heat from short circuit (wiring), defective/worn   |              18
 2015 | 713 Telephone, malicious false alarm                   |              16
 2015 | 410 Combustible/flammable gas/liquid condition, other  |              15
 2015 | 631 Authorized controlled burning                      |              15
 2015 | 421 Chemical hazard (no spill or leak)                 |              14
 2015 | 451 Biological hazard, confirmed or suspected          |              14
 2015 | 443 Breakdown of light ballast                         |              13
 2015 | 361 Swimming/recreational water areas rescue           |              13
 2015 | 800 Severe weather or natural disaster, other          |              12
 2015 | 461 Building or structure weakened or collapsed        |              11
 2015 | 742 Extinguishing system activation                    |              11
 2015 | 721 Bomb scare - no bomb                               |              11
 2015 | 813 Wind storm, tornado/hurricane assessment           |              11
 2015 | 132 Road freight or transport vehicle fire             |              10
 2015 | 342 Search for person in water                         |               9
 2015 | 141 Forest, woods or wildland fire                     |               9
 2015 | 540 Animal problem, other                              |               8
 2015 | 351 Extrication of victim(s) from building/structure   |               8
 2015 | 632 Prescribed fire                                    |               8
 2015 | 420 Toxic condition, other                             |               8
 2015 | 114 Chimney or flue fire, confined to chimney or flue  |               8
 2015 | 240 Explosion (no fire), other                         |               7
 2015 | 365 Watercraft rescue                                  |               7
 2015 | 161 Outside storage fire                               |               6
 2015 | 137 Camper or recreational vehicle (RV) fire           |               6
 2015 | 480 Attempted burning, illegal action, other           |               5
 2015 | 220 Overpressure rupture from air or gas, other        |               5
 2015 | 221 Overpressure rupture of air or gas pipe/pipeline   |               5
 2015 | 641 Vicinity alarm (incident in other location)        |               5
 2015 | 210 Overpressure rupture from steam, other             |               4
 2015 | 341 Search for person on land                          |               4
 2015 | 751 Biological hazard, malicious false report          |               4
 2015 | 661 EMS call, party transported by non-fire agency     |               4
 2015 | 672 Biological hazard investigation, none found        |               4
 2015 | 357 Extrication of victim(s) from machinery            |               4
 2015 | 471 Explosive, bomb removal (for bomb scare, use 721)  |               4
 2015 | 732 Extinguishing system activation due to malfunction |               4
 2015 | 812 Flood assessment                                   |               3
 2015 | 155 Outside stationary compactor/compacted trash fire  |               3
 2015 | 243 Fireworks explosion (no fire)                      |               3
 2015 | 541 Animal problem                                     |               2
 2015 | 370 Electrical rescue, other                           |               2
 2015 | 212 Overpressure rupture of steam boiler               |               2
 2015 | 134 Water vehicle fire                                 |               2
 2015 | 115 Incinerator overload or malfunction, fire confined |               2
 2015 | 152 Garbage dump or sanitary landfill fire             |               2
 2015 | 211 Overpressure rupture of steam pipe or pipeline     |               2
 2015 | 815 Severe weather or natural disaster standby         |               2
 2015 | 355 Confined space rescue                              |               1
 2015 | 173 Cultivated trees or nursery stock fire             |               1
 2015 | 136 Self-propelled motor home or recreational vehicle  |               1
 2015 | 371 Electrocution or potential electrocution           |               1
 2015 | 153 Construction or demolition landfill fire           |               1
 2015 | 170 Cultivated vegetation, crop fire, other            |               1
 2015 | 120 Fire in mobile prop. used as a fixed struc., other |               1
 2015 | 354 Trench/below-grade rescue                          |               1
 2015 | 164 Outside mailbox fire                               |               1
 2015 | 431 Radiation leak, radioactive material               |               1
 2015 | 430 Radioactive condition, other                       |               1
 2015 | 213 Steam rupture of pressure or process vessel        |               1
 2015 | 163 Outside gas or vapor combustion explosion          |               1
 2015 | 116 Fuel burner/boiler malfunction, fire confined      |               1
 2015 | 117 Commercial Compactor fire, confined to rubbish     |               1
 2015 | 481 Attempt to burn                                    |               1
 2015 | 363 Swift water rescue                                 |               1
 2015 | 123 Fire in portable building, fixed location          |               1
 2015 | 222 Overpressure rupture of boiler from air or gas     |               1
 2015 | 423 Refrigeration leak                                 |               1
 2015 | 241 Munitions or bomb explosion (no fire)              |               1
 2015 | 571 Cover assignment, standby, moveup                  |               1
 2015 | 231 Chemical reaction rupture of process vessel        |               1
 2016 | 700 False alarm or false call, other                   |            3965
 2016 | 711 Municipal alarm system, malicious false alarm      |            2773
 2016 | 500 Service Call, other                                |            1624
 2016 | 735 Alarm system sounded due to malfunction            |            1507
 2016 | 322 Motor vehicle accident with injuries               |            1506
 2016 | 745 Alarm system activation, no fire - unintentional   |            1483
 2016 | 743 Smoke detector activation, no fire - unintentional |            1421
 2016 | 113 Cooking fire, confined to container                |             974
 2016 | 311 Medical assist, assist EMS crew                    |             762
 2016 | 733 Smoke detector activation due to malfunction       |             759
 2016 | 554 Assist invalid                                     |             752
 2016 | 151 Outside rubbish, trash or waste fire               |             751
 2016 | 600 Good intent call, other                            |             725
 2016 | 323 Motor vehicle/pedestrian accident (MV Ped)         |             712
 2016 | 324 Motor vehicle accident with no injuries.           |             592
 2016 | 353 Removal of victim(s) from stalled elevator         |             552
 2016 | 740 Unintentional transmission of alarm, other         |             475
 2016 | 730 System malfunction, other                          |             472
 2016 | 300 Rescue, EMS incident, other                        |             466
 2016 | 150 Outside rubbish fire, other                        |             440
 2016 | 522 Water or steam leak                                |             377
 2016 | 440 Electrical  wiring/equipment problem, other        |             361
 2016 | 551 Assist police or other governmental agency         |             360
 2016 | 710 Malicious, mischievous false call, other           |             358
 2016 | 520 Water problem, other                               |             347
 2016 | 531 Smoke or odor removal                              |             339
 2016 | 510 Person in distress, other                          |             337
 2016 | 320 Emergency medical service incident, other          |             336
 2016 | 744 Detector activation, no fire - unintentional       |             331
 2016 | 111 Building fire                                      |             313
 2016 | 651 Smoke scare, odor of smoke                         |             310
 2016 | 550 Public service assistance, other                   |             303
 2016 | 712 Direct tie to FD, malicious false alarm            |             291
 2016 | 622 No incident found on arrival at dispatch address   |             270
 2016 | 900 Special type of incident, other                    |             253
 2016 | 100 Fire, other                                        |             228
 2016 | 118 Trash or rubbish fire, contained                   |             225
 2016 | 444 Power line down                                    |             220
 2016 | 412 Gas leak (natural gas or LPG)                      |             209
 2016 | 511 Lock-out                                           |             198
 2016 | 400 Hazardous condition, other                         |             198
 2016 | 611 Dispatched & canceled en route                     |             190
 2016 | 131 Passenger vehicle fire                             |             176
 2016 | 321 EMS call, excluding vehicle accident with injury   |             171
 2016 | 154 Dumpster or other outside trash receptacle fire    |             161
 2016 | 714 Central station, malicious false alarm             |             130
 2016 | 746 Carbon monoxide detector activation, no CO         |             117
 2016 | 160 Special outside fire, other                        |             108
 2016 | 445 Arcing, shorted electrical equipment               |             106
 2016 | 741 Sprinkler activation, no fire - unintentional      |             106
 2016 | 411 Gasoline or other flammable liquid spill           |             104
 2016 | 553 Public service                                     |             104
 2016 | 736 CO detector activation due to malfunction          |             104
 2016 | 331 Lock-in (if lock out , use 511 )                   |             104
 2016 | 552 Police matter                                      |              84
 2016 | 424 Carbon monoxide incident                           |              74
 2016 | 715 Local alarm system, malicious false alarm          |              67
 2016 | 143 Grass fire                                         |              63
 2016 | 460 Accident, potential accident, other                |              62
 2016 | 650 Steam, other gas mistaken for smoke, other         |              55
 2016 | 442 Overheated motor                                   |              55
 2016 | 911 Citizen complaint                                  |              54
 2016 | 142 Brush or brush-and-grass mixture fire              |              46
 2016 | 352 Extrication of victim(s) from vehicle              |              42
 2016 | 652 Steam, vapor, fog or dust thought to be smoke      |              42
 2016 | 364 Surf rescue                                        |              41
 2016 | 555 Defective elevator, no occupants                   |              39
 2016 | 653 Smoke from barbecue, tar kettle                    |              38
 2016 | 734 Heat detector activation due to malfunction        |              37
 2016 | 200 Overpressure rupture, explosion, overheat other    |              36
 2016 | 463 Vehicle accident, general cleanup                  |              36
 2016 | 130 Mobile property (vehicle) fire, other              |              35
 2016 | 251 Excessive heat, scorch burns with no ignition      |              34
 2016 | 561 Unauthorized burning                               |              33
 2016 | 671 HazMat release investigation w/no HazMat           |              31
 2016 | 140 Natural vegetation fire, other                     |              29
 2016 | 350 Extrication, rescue, other                         |              26
 2016 | 542 Animal rescue                                      |              26
 2016 | 413 Oil or other combustible liquid spill              |              25
 2016 | 381 Rescue or EMS standby                              |              22
 2016 | 360 Water & ice-related rescue, other                  |              22
 2016 | 731 Sprinkler activation due to malfunction            |              22
 2016 | 621 Wrong location                                     |              21
 2016 | 342 Search for person in water                         |              20
 2016 | 521 Water evacuation                                   |              19
 2016 | 356 High-angle rescue                                  |              19
 2016 | 512 Ring or jewelry removal                            |              18
 2016 | 441 Heat from short circuit (wiring), defective/worn   |              18
 2016 | 451 Biological hazard, confirmed or suspected          |              18
 2016 | 162 Outside equipment fire                             |              18
 2016 | 422 Chemical spill or leak                             |              16
 2016 | 112 Fires in structure other than in a building        |              16
 2016 | 462 Aircraft standby                                   |              16
 2016 | 461 Building or structure weakened or collapsed        |              15
 2016 | 410 Combustible/flammable gas/liquid condition, other  |              14
 2016 | 365 Watercraft rescue                                  |              13
 2016 | 132 Road freight or transport vehicle fire             |              13
 2016 | 443 Breakdown of light ballast                         |              12
 2016 | 114 Chimney or flue fire, confined to chimney or flue  |              12
 2016 | 713 Telephone, malicious false alarm                   |              12
 2016 | 631 Authorized controlled burning                      |              11
 2016 | 420 Toxic condition, other                             |              10
 2016 | 361 Swimming/recreational water areas rescue           |              10
 2016 | 641 Vicinity alarm (incident in other location)        |               9
 2016 | 221 Overpressure rupture of air or gas pipe/pipeline   |               9
 2016 | 800 Severe weather or natural disaster, other          |               9
 2016 | 661 EMS call, party transported by non-fire agency     |               8
 2016 | 421 Chemical hazard (no spill or leak)                 |               8
 2016 | 351 Extrication of victim(s) from building/structure   |               8
 2016 | 240 Explosion (no fire), other                         |               8
 2016 | 481 Attempt to burn                                    |               7
 2016 | 161 Outside storage fire                               |               7
 2016 | 243 Fireworks explosion (no fire)                      |               7
 2016 | 480 Attempted burning, illegal action, other           |               6
 2016 | 721 Bomb scare - no bomb                               |               6
 2016 | 137 Camper or recreational vehicle (RV) fire           |               5
 2016 | 363 Swift water rescue                                 |               5
 2016 | 371 Electrocution or potential electrocution           |               5
 2016 | 152 Garbage dump or sanitary landfill fire             |               5
 2016 | 541 Animal problem                                     |               4
 2016 | 220 Overpressure rupture from air or gas, other        |               4
 2016 | 357 Extrication of victim(s) from machinery            |               4
 2016 | 813 Wind storm, tornado/hurricane assessment           |               4
 2016 | 141 Forest, woods or wildland fire                     |               4
 2016 | 164 Outside mailbox fire                               |               4
 2016 | 540 Animal problem, other                              |               4
 2016 | 210 Overpressure rupture from steam, other             |               3
 2016 | 116 Fuel burner/boiler malfunction, fire confined      |               3
 2016 | 471 Explosive, bomb removal (for bomb scare, use 721)  |               3
 2016 | 632 Prescribed fire                                    |               3
 2016 | 1230 Fire in portable building (Port-A-Potty)          |               3
 2016 | 122 Fire in motor home, camper, recreational vehicle   |               3
 2016 | 123 Fire in portable building, fixed location          |               2
 2016 | 155 Outside stationary compactor/compacted trash fire  |               2
 2016 | 732 Extinguishing system activation due to malfunction |               2
 2016 | 672 Biological hazard investigation, none found        |               2
 2016 | 751 Biological hazard, malicious false report          |               2
 2016 | 812 Flood assessment                                   |               2
 2016 |                                                        |               2
 2016 | 115 Incinerator overload or malfunction, fire confined |               2
 2016 | 1600 Tent/Encampment fire                              |               2
 2016 | 742 Extinguishing system activation                    |               2
 2016 | 571 Cover assignment, standby, moveup                  |               2
 2016 | 170 Cultivated vegetation, crop fire, other            |               2
 2016 | 370 Electrical rescue, other                           |               2
 2016 | 341 Search for person on land                          |               2
 2016 | 340 Search for lost person, other                      |               2
 2016 | 223 Air or gas rupture of pressure or process vessel   |               1
 2016 | 241 Munitions or bomb explosion (no fire)              |               1
 2016 | 173 Cultivated trees or nursery stock fire             |               1
 2016 | 153 Construction or demolition landfill fire           |               1
 2016 | 117 Commercial Compactor fire, confined to rubbish     |               1
 2016 | 815 Severe weather or natural disaster standby         |               1
 2016 | 120 Fire in mobile prop. used as a fixed struc., other |               1
 2016 | 355 Confined space rescue                              |               1
 2016 | 211 Overpressure rupture of steam pipe or pipeline     |               1
 2016 | 133 Rail vehicle fire                                  |               1
 2016 | 213 Steam rupture of pressure or process vessel        |               1
 2017 | 700 False alarm or false call, other                   |            4340
 2017 | 500 Service Call, other                                |            1834
 2017 | 745 Alarm system activation, no fire - unintentional   |            1792
 2017 | 735 Alarm system sounded due to malfunction            |            1689
 2017 | 711 Municipal alarm system, malicious false alarm      |            1514
 2017 | 322 Motor vehicle accident with injuries               |            1449
 2017 | 743 Smoke detector activation, no fire - unintentional |            1217
 2017 | 113 Cooking fire, confined to container                |             908
 2017 | 554 Assist invalid                                     |             901
 2017 | 311 Medical assist, assist EMS crew                    |             837
 2017 | 151 Outside rubbish, trash or waste fire               |             779
 2017 | 733 Smoke detector activation due to malfunction       |             762
 2017 | 323 Motor vehicle/pedestrian accident (MV Ped)         |             675
 2017 | 600 Good intent call, other                            |             667
 2017 | 353 Removal of victim(s) from stalled elevator         |             628
 2017 | 324 Motor vehicle accident with no injuries.           |             581
 2017 | 730 System malfunction, other                          |             502
 2017 | 740 Unintentional transmission of alarm, other         |             495
 2017 | 300 Rescue, EMS incident, other                        |             463
 2017 | 440 Electrical  wiring/equipment problem, other        |             398
 2017 | 150 Outside rubbish fire, other                        |             390
 2017 | 522 Water or steam leak                                |             384
 2017 | 510 Person in distress, other                          |             362
 2017 | 551 Assist police or other governmental agency         |             354
 2017 | 651 Smoke scare, odor of smoke                         |             353
 2017 | 550 Public service assistance, other                   |             352
 2017 | 320 Emergency medical service incident, other          |             341
 2017 | 744 Detector activation, no fire - unintentional       |             333
 2017 | 520 Water problem, other                               |             323
 2017 | 444 Power line down                                    |             323
 2017 | 531 Smoke or odor removal                              |             319
 2017 | 622 No incident found on arrival at dispatch address   |             316
 2017 | 111 Building fire                                      |             301
 2017 | 710 Malicious, mischievous false call, other           |             287
 2017 | 100 Fire, other                                        |             266
 2017 | 412 Gas leak (natural gas or LPG)                      |             254
 2017 | 900 Special type of incident, other                    |             250
 2017 | 118 Trash or rubbish fire, contained                   |             233
 2017 | 400 Hazardous condition, other                         |             218
 2017 | 712 Direct tie to FD, malicious false alarm            |             215
 2017 | 511 Lock-out                                           |             214
 2017 | 131 Passenger vehicle fire                             |             191
 2017 | 321 EMS call, excluding vehicle accident with injury   |             180
 2017 | 611 Dispatched & canceled en route                     |             177
 2017 | 714 Central station, malicious false alarm             |             144
 2017 | 154 Dumpster or other outside trash receptacle fire    |             144
 2017 | 445 Arcing, shorted electrical equipment               |             132
 2017 | 746 Carbon monoxide detector activation, no CO         |             127
 2017 | 553 Public service                                     |             125
 2017 | 736 CO detector activation due to malfunction          |             121
 2017 | 715 Local alarm system, malicious false alarm          |             118
 2017 | 331 Lock-in (if lock out , use 511 )                   |              97
 2017 | 411 Gasoline or other flammable liquid spill           |              93
 2017 | 741 Sprinkler activation, no fire - unintentional      |              81
 2017 | 424 Carbon monoxide incident                           |              80
 2017 | 552 Police matter                                      |              76
 2017 | 911 Citizen complaint                                  |              73
 2017 | 650 Steam, other gas mistaken for smoke, other         |              56
 2017 | 460 Accident, potential accident, other                |              52
 2017 | 130 Mobile property (vehicle) fire, other              |              52
 2017 | 442 Overheated motor                                   |              51
 2017 | 143 Grass fire                                         |              49
 2017 | 561 Unauthorized burning                               |              47
 2017 | 142 Brush or brush-and-grass mixture fire              |              45
 2017 | 555 Defective elevator, no occupants                   |              44
 2017 | 653 Smoke from barbecue, tar kettle                    |              43
 2017 | 1600 Tent/Encampment fire                              |              42
 2017 | 734 Heat detector activation due to malfunction        |              42
 2017 | 200 Overpressure rupture, explosion, overheat other    |              39
 2017 | 251 Excessive heat, scorch burns with no ignition      |              38
 2017 | 350 Extrication, rescue, other                         |              37
 2017 | 352 Extrication of victim(s) from vehicle              |              36
 2017 | 140 Natural vegetation fire, other                     |              33
 2017 | 652 Steam, vapor, fog or dust thought to be smoke      |              33
 2017 | 463 Vehicle accident, general cleanup                  |              31
 2017 | 671 HazMat release investigation w/no HazMat           |              30
 2017 | 160 Special outside fire, other                        |              28
 2017 | 342 Search for person in water                         |              28
 2017 | 364 Surf rescue                                        |              28
 2017 | 441 Heat from short circuit (wiring), defective/worn   |              28
 2017 | 413 Oil or other combustible liquid spill              |              27
 2017 | 800 Severe weather or natural disaster, other          |              27
 2017 | 461 Building or structure weakened or collapsed        |              26
 2017 | 162 Outside equipment fire                             |              23
 2017 | 621 Wrong location                                     |              22
 2017 | 512 Ring or jewelry removal                            |              22
 2017 | 422 Chemical spill or leak                             |              20
 2017 | 356 High-angle rescue                                  |              20
 2017 | 451 Biological hazard, confirmed or suspected          |              18
 2017 | 521 Water evacuation                                   |              18
 2017 | 381 Rescue or EMS standby                              |              18
 2017 | 542 Animal rescue                                      |              17
 2017 | 112 Fires in structure other than in a building        |              17
 2017 | 360 Water & ice-related rescue, other                  |              14
 2017 | 731 Sprinkler activation due to malfunction            |              14
 2017 | 420 Toxic condition, other                             |              13
 2017 | 443 Breakdown of light ballast                         |              13
 2017 | 410 Combustible/flammable gas/liquid condition, other  |              13
 2017 | 421 Chemical hazard (no spill or leak)                 |              13
 2017 | 220 Overpressure rupture from air or gas, other        |              12
 2017 | 462 Aircraft standby                                   |              12
 2017 | 713 Telephone, malicious false alarm                   |              12
 2017 | 365 Watercraft rescue                                  |              11
 2017 | 742 Extinguishing system activation                    |              10
 2017 | 641 Vicinity alarm (incident in other location)        |              10
 2017 | 481 Attempt to burn                                    |              10
 2017 | 361 Swimming/recreational water areas rescue           |               9
 2017 | 480 Attempted burning, illegal action, other           |               9
 2017 | 813 Wind storm, tornado/hurricane assessment           |               9
 2017 | 351 Extrication of victim(s) from building/structure   |               8
 2017 | 114 Chimney or flue fire, confined to chimney or flue  |               8
 2017 | 240 Explosion (no fire), other                         |               8
 2017 | 221 Overpressure rupture of air or gas pipe/pipeline   |               7
 2017 | 141 Forest, woods or wildland fire                     |               7
 2017 | 363 Swift water rescue                                 |               7
 2017 | 164 Outside mailbox fire                               |               6
 2017 | 161 Outside storage fire                               |               6
 2017 | 631 Authorized controlled burning                      |               6
 2017 | 812 Flood assessment                                   |               6
 2017 | 721 Bomb scare - no bomb                               |               6
 2017 | 210 Overpressure rupture from steam, other             |               5
 2017 | 132 Road freight or transport vehicle fire             |               5
 2017 | 357 Extrication of victim(s) from machinery            |               5
 2017 | 120 Fire in mobile prop. used as a fixed struc., other |               5
 2017 | 661 EMS call, party transported by non-fire agency     |               5
 2017 | 211 Overpressure rupture of steam pipe or pipeline     |               5
 2017 | 155 Outside stationary compactor/compacted trash fire  |               4
 2017 | 423 Refrigeration leak                                 |               4
 2017 | 122 Fire in motor home, camper, recreational vehicle   |               4
 2017 | 213 Steam rupture of pressure or process vessel        |               3
 2017 | 133 Rail vehicle fire                                  |               3
 2017 | 1230 Fire in portable building (Port-A-Potty)          |               3
 2017 | 4000 Tent/Encampment hazardous condition               |               3
 2017 | 116 Fuel burner/boiler malfunction, fire confined      |               3
 2017 | 137 Camper or recreational vehicle (RV) fire           |               3
 2017 | 223 Air or gas rupture of pressure or process vessel   |               3
 2017 | 243 Fireworks explosion (no fire)                      |               3
 2017 | 732 Extinguishing system activation due to malfunction |               2
 2017 | 138 Off-road vehicle or heavy equipment fire           |               2
 2017 | 212 Overpressure rupture of steam boiler               |               2
 2017 | 540 Animal problem, other                              |               2
 2017 | 354 Trench/below-grade rescue                          |               2
 2017 | 134 Water vehicle fire                                 |               2
 2017 | 341 Search for person on land                          |               2
 2017 | 672 Biological hazard investigation, none found        |               2
 2017 | 136 Self-propelled motor home or recreational vehicle  |               1
 2017 | 751 Biological hazard, malicious false report          |               1
 2017 | 482 Threat to burn                                     |               1
 2017 | 541 Animal problem                                     |               1
 2017 | 814 Lightning strike (no fire)                         |               1
 2017 | 471 Explosive, bomb removal (for bomb scare, use 721)  |               1
 2017 | 117 Commercial Compactor fire, confined to rubbish     |               1
 2017 | 241 Munitions or bomb explosion (no fire)              |               1
 2017 | 632 Prescribed fire                                    |               1
 2017 | 571 Cover assignment, standby, moveup                  |               1
 2017 | 815 Severe weather or natural disaster standby         |               1
 2017 | 371 Electrocution or potential electrocution           |               1
 2017 | 153 Construction or demolition landfill fire           |               1
 2017 | 340 Search for lost person, other                      |               1
 2017 | 173 Cultivated trees or nursery stock fire             |               1
 2017 | 370 Electrical rescue, other                           |               1
 2017 | 152 Garbage dump or sanitary landfill fire             |               1
 2018 | 700 False alarm or false call, other                   |            4194
 2018 | 711 Municipal alarm system, malicious false alarm      |            1969
 2018 | 745 Alarm system activation, no fire - unintentional   |            1802
 2018 | 322 Motor vehicle accident with injuries               |            1508
 2018 | 743 Smoke detector activation, no fire - unintentional |            1439
 2018 | 735 Alarm system sounded due to malfunction            |            1422
 2018 | 500 Service Call, other                                |            1345
 2018 | 311 Medical assist, assist EMS crew                    |             988
 2018 | 554 Assist invalid                                     |             912
 2018 | 733 Smoke detector activation due to malfunction       |             852
 2018 | 113 Cooking fire, confined to container                |             825
 2018 | 151 Outside rubbish, trash or waste fire               |             801
 2018 | 323 Motor vehicle/pedestrian accident (MV Ped)         |             739
 2018 | 600 Good intent call, other                            |             659
 2018 | 353 Removal of victim(s) from stalled elevator         |             571
 2018 | 324 Motor vehicle accident with no injuries.           |             558
 2018 | 740 Unintentional transmission of alarm, other         |             528
 2018 | 730 System malfunction, other                          |             498
 2018 | 320 Emergency medical service incident, other          |             437
 2018 | 651 Smoke scare, odor of smoke                         |             424
 2018 | 150 Outside rubbish fire, other                        |             416
 2018 | 522 Water or steam leak                                |             412
 2018 | 300 Rescue, EMS incident, other                        |             411
 2018 | 622 No incident found on arrival at dispatch address   |             370
 2018 | 744 Detector activation, no fire - unintentional       |             350
 2018 | 550 Public service assistance, other                   |             348
 2018 | 551 Assist police or other governmental agency         |             339
 2018 | 520 Water problem, other                               |             325
 2018 | 440 Electrical  wiring/equipment problem, other        |             321
 2018 | 100 Fire, other                                        |             316
 2018 | 531 Smoke or odor removal                              |             310
 2018 | 111 Building fire                                      |             306
 2018 | 412 Gas leak (natural gas or LPG)                      |             297
 2018 | 712 Direct tie to FD, malicious false alarm            |             294
 2018 | 710 Malicious, mischievous false call, other           |             281
 2018 | 510 Person in distress, other                          |             262
 2018 | 444 Power line down                                    |             257
 2018 | 321 EMS call, excluding vehicle accident with injury   |             224
 2018 | 746 Carbon monoxide detector activation, no CO         |             224
 2018 | 118 Trash or rubbish fire, contained                   |             204
 2018 | 714 Central station, malicious false alarm             |             204
 2018 | 611 Dispatched & canceled en route                     |             203
 2018 | 511 Lock-out                                           |             193
 2018 | 154 Dumpster or other outside trash receptacle fire    |             184
 2018 | 900 Special type of incident, other                    |             181
 2018 | 400 Hazardous condition, other                         |             168
 2018 | 131 Passenger vehicle fire                             |             165
 2018 | 445 Arcing, shorted electrical equipment               |             159
 2018 | 736 CO detector activation due to malfunction          |             158
 2018 | 715 Local alarm system, malicious false alarm          |             135
 2018 | 553 Public service                                     |             134
 2018 | 424 Carbon monoxide incident                           |             116
 2018 | 552 Police matter                                      |             106
 2018 | 331 Lock-in (if lock out , use 511 )                   |              98
 2018 | 741 Sprinkler activation, no fire - unintentional      |              96
 2018 | 411 Gasoline or other flammable liquid spill           |              91
 2018 | 442 Overheated motor                                   |              66
 2018 | 1600 Tent/Encampment fire                              |              65
 2018 | 650 Steam, other gas mistaken for smoke, other         |              63
 2018 | 143 Grass fire                                         |              58
 2018 | 652 Steam, vapor, fog or dust thought to be smoke      |              58
 2018 | 460 Accident, potential accident, other                |              56
 2018 | 142 Brush or brush-and-grass mixture fire              |              55
 2018 | 911 Citizen complaint                                  |              53
 2018 | 653 Smoke from barbecue, tar kettle                    |              53
 2018 | 555 Defective elevator, no occupants                   |              46
 2018 | 251 Excessive heat, scorch burns with no ignition      |              44
 2018 | 352 Extrication of victim(s) from vehicle              |              43
 2018 | 463 Vehicle accident, general cleanup                  |              39
 2018 | 561 Unauthorized burning                               |              38
 2018 | 350 Extrication, rescue, other                         |              38
 2018 | 140 Natural vegetation fire, other                     |              37
 2018 | 200 Overpressure rupture, explosion, overheat other    |              36
 2018 | 734 Heat detector activation due to malfunction        |              33
 2018 | 130 Mobile property (vehicle) fire, other              |              30
 2018 | 410 Combustible/flammable gas/liquid condition, other  |              30
 2018 | 413 Oil or other combustible liquid spill              |              30
 2018 | 112 Fires in structure other than in a building        |              28
 2018 | 162 Outside equipment fire                             |              27
 2018 | 671 HazMat release investigation w/no HazMat           |              25
 2018 | 451 Biological hazard, confirmed or suspected          |              22
 2018 | 356 High-angle rescue                                  |              22
 2018 | 364 Surf rescue                                        |              22
 2018 | 381 Rescue or EMS standby                              |              21
 2018 | 512 Ring or jewelry removal                            |              21
 2018 | 731 Sprinkler activation due to malfunction            |              19
 2018 | 441 Heat from short circuit (wiring), defective/worn   |              19
 2018 | 713 Telephone, malicious false alarm                   |              17
 2018 | 542 Animal rescue                                      |              16
 2018 | 521 Water evacuation                                   |              15
 2018 | 480 Attempted burning, illegal action, other           |              15
 2018 | 420 Toxic condition, other                             |              14
 2018 | 621 Wrong location                                     |              14
 2018 | 443 Breakdown of light ballast                         |              13
 2018 | 422 Chemical spill or leak                             |              13
 2018 | 631 Authorized controlled burning                      |              13
 2018 | 221 Overpressure rupture of air or gas pipe/pipeline   |              12
 2018 | 461 Building or structure weakened or collapsed        |              12
 2018 | 365 Watercraft rescue                                  |              12
 2018 | 342 Search for person in water                         |              11
 2018 | 721 Bomb scare - no bomb                               |               9
 2018 | 161 Outside storage fire                               |               9
 2018 | 421 Chemical hazard (no spill or leak)                 |               9
 2018 | 361 Swimming/recreational water areas rescue           |               9
 2018 | 210 Overpressure rupture from steam, other             |               9
 2018 | 243 Fireworks explosion (no fire)                      |               9
 2018 | 114 Chimney or flue fire, confined to chimney or flue  |               8
 2018 | 360 Water & ice-related rescue, other                  |               8
 2018 | 481 Attempt to burn                                    |               8
 2018 | 351 Extrication of victim(s) from building/structure   |               7
 2018 | 732 Extinguishing system activation due to malfunction |               7
 2018 | 641 Vicinity alarm (incident in other location)        |               7
 2018 | 137 Camper or recreational vehicle (RV) fire           |               6
 2018 | 141 Forest, woods or wildland fire                     |               6
 2018 | 152 Garbage dump or sanitary landfill fire             |               5
 2018 | 482 Threat to burn                                     |               5
 2018 | 132 Road freight or transport vehicle fire             |               5
